message,length
"Alberto Frigo, ""Radical natural theologies from duns scotus to christian
wolff. Introduction.""  
  
Garrett Smith, ""The Natural Theology of Nicholas Bonetus.""  
  
Alberto Frigo, ""Même la Trinité: Descartes, Pascal et Saint-­Ange""  
  
Gabriel Meyer-­Bisch, ""Usages et fonctions du concept de «cité de Dieu» dans
la première philosophie de Gottfried Wilhelm Leibniz (Uses and functions of
the concept of City of God in the early Leibniz’s Philosophy.)""  
  
  
Pietro Terzi, ""Involution and the Convergence of Minds. The Philosophical
Stakes of Lalande’s Vocabulaire""  
  
Olivier Boulnois, ""La teologia naturale, Duns Scoto e la deduzione a priori
della Trinità (Natural Theology, Duns Scotus and the a priori Deduction of the
Trinity.)""  
  
Édouard Mehl, ""La Puissance et son nombre, d’Abélard à Kepler""  
  
Jean-­Christophe Bardout, ""Prouver sans démontrer. Malebranche et la Trinité""  
  
Gualtiero Lorini, ""«Diversa Theologiae naturalis systemata»: Christian Wolff’s
Ways to God""  
  
Enrico I. Rambaldi, Patrizia Pozzi  
  ",1031
"A mediaevalist trying to be a philosopher and a philosopher trying to be a
mediaevalist write about theology, philosophy, scholarship, books, the middle
ages, and especially the life, times, and thought of the Doctor Subtilis, the
Blessed John Duns Scotus.",256
"Hello dear readers, here are a few items worthy of note that have recently
appeared.",84
"Wow, that manuscript of the debate is in really good condition! It's really
clean and easy to read. It's always fascinating to see the abbreviations and
symbols used in such manuscripts.  
Merry Christmas and happy New Year!  
Victor",233
"Merry Christmas and Happy New year to you as well, Victor!",58
"Great news! I look forward to reading the Scotus book when/if the prince is
within range of reason. Excellent work on the edition of the MS. Thanks for
making this available. Happy Epiphany!  
  
Jared",201
"  
Garrett,  
In re the Scotist group on Facebook:  
The moderator is running a reading group on a Norris Clarke book, and planning
to follow up with an Eric Przywara book. Also, if you ask a question about
Duns Scotus, you tend to get Thomist answers. Oh well. Scholars have good
filters - as long as Scotists do read and comment, it is a valuable resource.  
Jim Given",370
"Hi James, yes I saw that. Maybe I will do a post on Przywara here if I get the
time. He is sympathetic to Scotist ideas, at least compared to other thomists
of his time. But he was writing before there was much scholarship on the topic
for Scotism, so he is a bit off in places.",278
"A mediaevalist trying to be a philosopher and a philosopher trying to be a
mediaevalist write about theology, philosophy, scholarship, books, the middle
ages, and especially the life, times, and thought of the Doctor Subtilis, the
Blessed John Duns Scotus.",256
"So back on the theme of where Scotus was born, namely, was he Irish (Scotus,
Hibernicus), or Scottish (Scotus). While it is commonly held today that the
Scottish position has triumphed, there was some criticism on a post from
earlier in the year to the effect that the word ""scotus"" originally meant
someone from Ireland and only later, possibly during Scotus' own time did it
come to mean someone from Scotland.  ",414
"While transcribing the _Additiones magnae_ , a text compiled by William of
Alnwick from Scotus' Oxford and Parisian teaching, I came across the following
sentence, that is obviously sketching a map of Europe and also distinguishes
between Scotland (scotia) and Ireland (hibernia).",280
"This is from the end of Add. II d. 14 q. 4. Even if William of Alnwick may be
expanding on Scotus' text (studies on the Additiones II are in their infancy,
so I don't know if there is a parallel elsewhere in Scotus yet), it shows that
ireland was already being called 'hibernia' by about 1315, close to Scotus'
lifetime.",320
"A mediaevalist trying to be a philosopher and a philosopher trying to be a
mediaevalist write about theology, philosophy, scholarship, books, the middle
ages, and especially the life, times, and thought of the Doctor Subtilis, the
Blessed John Duns Scotus.",256
"A mediaevalist trying to be a philosopher and a philosopher trying to be a
mediaevalist write about theology, philosophy, scholarship, books, the middle
ages, and especially the life, times, and thought of the Doctor Subtilis, the
Blessed John Duns Scotus.",256
###  Francis of Meyronnes early defense of the univocity of being,65
"Francis of Meyronnes is probably the most influential and important Scotist of
the fourteenth century. His many works survive in hundreds of manuscripts and
many were printed in the early days of the printing press. His commentary on
the _Sentences_ exists in three versions, called 'ab oriente', 'summa
simplicitas' and Conflatus. He became a master in 1323 by decree of the pope
after lecturing at Paris.",406
"My post is about the first of the three commentaries. In the 'ab oriente'
commentary, most likely to be Francis' first discussion of the univocity of
being (given the lack of editions, we cannot be sure; it does not matter much,
however, for Francis tends to recycle his arguments), he establishes a series
of principles, which he calls regulae, and then derives conclusions from them.
basically, the regulae are topical rules or 'maximal propositions' as
explained in Boethius' commentary on Aristotle's _Topics_. It is a fairly
interesting dicussion, concluding with a series of doubts. I translate and
paraphrase these rules and doubts here.",644
"R1. whenever some intellect is certain about one concept and doubtful about
two [concepts], the certain concept is univocal to the two doubtful ones.",149
"R2. Whenever some intellect is certain about one concept and doubful about
either of two others, that certain concept befalls both according to the same
formal notion.",167
"R4. no one can have scientific knowledge of the equivocal, while its
equivocates are unknown.",93
"R6: no proposition in which there is an equivocal term can be verified unless
for some of its equivocates.",106
"R7: some proposition in which there is a univocal term cannot be verified for
some univocate.",93
R8: nothing befalls an equivocal that does not befall some equivocate.,70
R9: something can befall a univocal that does not befall some univocate.,72
"R10: the subject of every science is univocal to everthing about which
something is demonstrated in that science.",113
"R11: no attribute primarily befalling some subject can be demonstrated unless
of those of which the subject befalls univocally.",127
"R13: every attribute which befalls something not primarily is demonstrated of
something common to itself and some other.",120
"R14: the truth of some principle does not extend unless to the univocates of
its subject.",89
R15: no principle extends itself unless to the univocates of its predicate.,75
"R17: whenever something common is said of one thing in an unqualified way (
_simpliciter_ ) and of another in a qualified way ( _secundum quid_ ), it is
not said of them univocally.",181
"R18: whenever something common is said of some things in a prior and posterior
way ( _per prius_ _et posterious_ ), it is not univocal to them.",143
"R19: when [something] is said of them according to more and less, it is not
univocal to them.",93
"R20: every common which is not said univocally of some things, is said of them
equivocally.",91
"C1: being ( _ens_ ) is said univocally of God and creatures (from R1, R2, R5,
R7, R9, R10, R11, R13, R14, R15).",111
"C2: being is not said equivocally of God and creatures (from R3, R4, R6, R8,
R12, R16).",87
"C3: being is not said analogically of God and creatures, insofar as analogy is
taken to be a middle way between equivocity and univocity (from R20).",148
"C4: being is said univocally of substance and accident (from R1, R2, R5, R7,
R9, R10, R11, R13, R14, R15, R16).",111
"C5: substance is not equivocal to substance and accident (from R3, R4, R6, R8,
R12, R16).",89
"C6: being is said univocally of the absolute and relative (from R1, R2).",72
"C7: being is not said of them [=the absolute and relative] equivocally (from
“the same rules as above”).",104
"C8: being is not said equivocally but univocally of the ten categories (from
“the same rules”).",95
"C9: being is said univocally of everything contained in the ten categories
(from a rule in Aristotle’s _Categories_ ).",118
"C10: the notion of the absolute is said univocally of all absolute categories
(from “the rules stated above”).",110
"C11: ‘relative’ is said univocally of all relative categories (from R1?,
“other rules”).",88
"C12: ‘accident’ is said univocally of the nine categories (from R1, “other
rules”).",83
"C13: being is not said univocally of real being and being of reason (from R17,
R18, R19).",89
C14: being is said equivocally of real being and being of reason (from R20).,76
"C15: our intellect cannot form one concept that is common to real being and
being of reason (no appeal to a _regula_ ).",119
"C16: those who posit such a concept (that is, a concept univocally common to
real being and being of reason) have that unity in imagination and not in the
intellect (no appeal to a _regula_ ).",192
"C17: the division of being into being in the soul and being outside the soul
is of an utterance ( _vox_ ) into what is signified (no appeal to a _regula_
).",156
"C18: the _ratio_ of being is said of being in potency and being in act (no
appeal to a _regula_ ).",98
"D1: why being is not a genus, even though it is said of many things in
different species.",89
"D2: if being were a genus, whether God would be in the genus of being.",70
"D3: why it is denied that being is a genus, since if it were, God would not be
in it (from D2).",95
"D4: if the formality of being ( _ratio entis_ ) is included in something that
is irreducibly simple.",100
"D5: if the formality of being can be included in things that are primarily
diverse.",83
"D6: if the formality of being is included quidditatively in some
transcendental.",80
"D7: if the formality of being is included quidditatively in some
transcendental that is constituted from divided and dividing being.",132
D8: if the formality of being is included quidditatively in some category.,74
D9: if the formality of being is included in some pure perfection.,66
"D10: if the formality of being is included quidditatively in some genus or
species.",83
"D11: if the formality of being is included quidditatively in some individual
immediately corresponding to it.",109
"D12: whether the formality of being is included universally in something other
than a quiddity.",95
"D14: why it is not the case that being is part of the quiddity of substance in
the way that substance is part of the quiddity of humanity or of body.",149
"D15: if the formality of being taken with an inferior is only accidentally
one.",79
D16: if the formality of being taken with an inferior can make one concept.,75
D17: if an inferior of being can be conceived without being.,60
D18: if being would be part of the quiddity of something.,57
"D19: if the attributes ( _passiones_ ) of being can be conceived without
being.",79
"D20: why the formality of being does not make a composition with its inferiors
the way the formality ( _ratio_ ) of a genus does with its differences.",150
D21: if it is necessary to posit two orders ( _coordinationes_ ) of being.,74
D22: if those two orders are from the nature of the thing ( _ex natura rei)_,76
"D23: if to abstract one common concept is repugnant to everything that is
primarily diverse.",92
"D24: whether there is some common concept that embraces everything other than
nothingness.",90
D25: if the notion of nothingness is adequate to the notion of non-being.,73
"D27: if there is some common attribute for everything that is separate from
the notion of nothing.",98
"D28: if there is some formality ( _ratio_ ) more common than the formality of
univocal being.",93
"D29: if everything separate from the notion of nothing is contained under
equivocal being.",90
"D30: if being taken equivocally is the subject of that principle ‘affirmation
or negation of whatever being’.",109
D31: if being univocally taken can be the subject in that principle.,68
D32: if that principle has some subject that is adequate and common to itself.,78
D33: what is that common subject that can be attributed to such a principle?,76
"D34: if intelligibility can be an attribute of everything of which this
principle is verified.",94
"D35: if intelligibility is distinct from its subject from the nature of the
thing.",82
"D37: if that principle ‘affirmation of whatever’ etc. can have place in that
subject, nor does it prescind from this attribute of intelligibility.",146
D38: if that metaphysical principle is verified of beings of reason.,68
D39: if the predicate of that principle is ‘to be or not to be’.,64
"D40: concerning the division of being. This _difficultas_ is subdivided into
fifteen _conclusiones_ :",101
"DC 1: the division of being into being in the soul and being outside the soul
is not a division of univocals but rather equivocals.",131
"DC 2: just as entity is said equivocally and univocally, so also is reality.",76
DC 3: the same is true of the other attributes of being.,56
DC 4: the division of being into substance and accidents is not quidditative.,77
"DC 5: division is of a common notion of something divided into quidditative
and non-quidditative.",97
DC 6: division of being into act and potency is not quidditative.,65
DC 7: division of being into the finite and infinite is not quidditative.,73
"DC 8: the same is true of the division of being through the contingent and the
necessary.",89
"DC 9: the same is true of the division of being through the existing and non-
existing.",87
"DC 10: the same is true of the division of being through the real and the non-
real, with the latter taken as in objective potency.",131
"DC 11: the division of being into the simple and the complex is not
quidditative.",81
DC 12: the division of being into the absolute and relative is quidditative.,76
DC 13: only that (i.e. DC 12) division of being is quidditative.,64
DC 14: that (DC 12) is the first division of being.,51
DC 15: being cannot be divided immediately into the ten categories.,67
"A mediaevalist trying to be a philosopher and a philosopher trying to be a
mediaevalist write about theology, philosophy, scholarship, books, the middle
ages, and especially the life, times, and thought of the Doctor Subtilis, the
Blessed John Duns Scotus.",256
"Here are some poetical remarks on the equivocity of being by William Desmond.
Enjoy!",84
"> The war of philosophers against unintelligibility has made them generally
> hostile to the equivocal. This is manifest in the oscillation with the
> univocal we examined in the last chapter. It is no less true that this war
> is never finished, and many victories turn out pyrrhic, indeed brief lulls
> before the hydra of the equivocal sprouts another head to replace the one
> just chopped. The equivocal is a hydra that cannot be completely killed by
> univocity; for to kill its many heads demands many hands, and univocity has
> only one hand at a time. Indeed, I think equivocity is not to be killed but
> charmed from being a mythic monster into a fabling of the plurivocity of
> being. We must come to terms with the beautfy of the beast. Logical murder,
> murder repeated methodically, will not do.",809
"Reposting some of my questions about ideas:  
  
1) One last thing I'm wondering about is that, if we say that the divine ideas
are closer to the divine intellect than our ideas are to our intellect because
they are an accident or changeable or could exist separately from our own
intellect, then this would seem to imply that the divine ideas are more
closely rooted and related to God than our ideas (or maybe the ideas in our
intellect are the same as the divine ideas?) are to our own minds.  
  
One could then say that even the parts of the divine ideas that aren't pure
perfections and don't simply reflect God are still rooted in God and so still
in some way reveal God to us as well - even if not as just a reflection of
God. Maybe through their own uniqueness and NON-similarity to God bringing God
glory precisely because uniqueness is God and rooted in God. What do you
think?  
  
2) This then leads to the possibility that the two aspects of a divine idea -
the pure perfections reflecting God, and the creaturely part that's unique in
itself - are not only compatible but **even complement** each other as well.  
  
Say, when God brings about the New Creation we **won't** see created beings as
nothing more than **reminders** of God like an infatuated girl seeing
everything else in the world as just a reminder of her boyfriend in different
ways - we'll also see each thing as having **a uniqueness** in it that isn't
just a reflection of God. And those two will **complement each other** and
make themselves shine - things aren't **just** reminders of God, but they also
aren't **just** purely unique things without any reflection of God either. In
some way, they need each other and fulfill each other - just as God is both
One and Many in Himself, so too are the divine ideas both reflections of God
AND unique in themselves with non-reflective content.  
  
And since God is also infinitely unique in Himself and is Goodness itself, and
having both aspects present in the content of a divine idea is good, both the
uniqueness of creatures and their similarity to God are rooted in God, and
give **greater glory** to Him.  
  
What do you think?",2166
"As for the divine will and contingency, would a good explanation of it be that
the Will by nature and in its concept is self-determining and can't have a
necessary relation to the contingent (due to only infinite goodness absolutely
determining it), and so even Pure Actuality as a substrate doesn't change
that? This also means that the Will may have a form of contingent actuality,
which isn't potentiality, which makes the idea of God possibly having chosen
differently coherent.  
  
In fact, one could even say that the relation between God and creation is an
intentional relation - a relation of the intentionality of God's acts, which
doesn't depend on creation (so it's not a real relation) but also isn't purely
a logical relation of reason. What do you think?",769
"A mediaevalist trying to be a philosopher and a philosopher trying to be a
mediaevalist write about theology, philosophy, scholarship, books, the middle
ages, and especially the life, times, and thought of the Doctor Subtilis, the
Blessed John Duns Scotus.",256
"The title above is a book I have been reading lately. usually I will be
excited for a month with a new acquisition and then the taedium sets in and I
abandon the book. My shelf of ""current books"" grows ever longer. Surprisingly,
I have stuck with Przywara's _Analogia entis_ , though it doesn't make a whole
lot of sense to me in either German or English.",355
"Desmond is a scholar of continental philosophy, mainly of Hegel it seems, with
little to no interest in medieval philosophy. The book listed in the title of
the post is loosely based on Aristotle, Plato, and the moderns. The auther
seems rather adverse to scholastic thought; consider the following, from p.
12:",311
"> But were there no _happening_ of astonishment, metaphysics would be a mere
> scholastic juggling of empty abstractions, perhaps with great virtuosity in
> the formal mastery of argumentation, but ontologically barren nonetheless.",231
"The author, though not possessing knowledge of Scotus' position on univocity,
effectively rules out Scotus' position at the very beginning. p. 3:",145
"> Hence, the question of being is not first one for philosophers, understood
> as an elite of thinkers. It transcends the difference of the few and the
> many, for it strikes our humanity simply in virtue of its being, as mindful
> of itself and what is other to itself. Of course, this matter may degenerate
> into platitude. Then being will be said to be the emptiest of abstractions--
> a vacuous generality, indifferently applicable to everything and anything,
> and hence not applicable with illuminating power to anything in particular.
> Against this degrading of being we must fight strenuously. There may be a
> sense of the universal, and the community of being that transcends any
> abstract universal.",713
"As nice a short summary of Scotus as was every written. But we might fight
against it.",86
"Finally, a word of warning: be careful when buying academic books! I bought my
copy from Amazon, which sells it, I found, as a print on demand volume. But
alas, every page of the text, as well as the front and back cover, contains
the stamp ""copyrighted Material"". One would think this could have been
dispensed with, given that there is a copyright page, but no. The stamp even
covers page numbers and sometimes obscures the last line of the text on a
page. So find a used copy, if you want to read this book.",510
"A few questions about Scotism:  
  
1) About haecceity, I've read that it's supposed to be only the individuating
parts of a thing's form, not the parts it shares with other things such as its
essence. In analytical philosophy the term has also come to include the
essence as well, making the haecceity the individual idea of the creature that
includes all of its determining elements - so the universal essence is just a
part of the haecceity, rather than something strictly separate.  
  
So my question is - has any follower of Scotus supported this view of
haecceity where it's basically the individual concept of the thing, where the
essence is a part of the properties contained in the haecceity? Or is this an
opinion distinct from Scotism in general?  
  
2) Regarding God's free will, creation and divine simplicity, an objection
that's sometimes posed is that this would make the created world we have
necessary, and so God couldn't help but create this world. The reason given
for this is that if the decision to create this particular world and/or the
reasons for doing so are intrinsic to God, then they are also a necessary part
of God's being since God is simple and everything in Him is necessary, even if
they are also formally distinct. So if God had decided to create a different
world then we would have a completely different God essentially since what is
intrinsic to God would be different - and if there can be no differences in
God whatsoever, then God wasn't actually free to create this world and
creation is necessary.  
  
Would it be possible to respond to this by saying that since God's will is
free and is formally distinct from the essence along with the divine
intellect, one could say in some way that there would in fact be a difference
in God, but not one that violates divine simplicity? For example, since the
will is formally distinct from the essence, the will's acts of creation could
be different in different scenarios, but the divine essence would still remain
the same, since it's only the will that may contain the difference? Similarly,
the divine intellect which has the reasons for creating this or that world is
also formally distinct from the essence, so even if the divine intellect
presents different reasons to the will, those differences wouldn't be in the
essence formally as such?  
  
Is this an acceptable explanation under Scotism, or would the answer have to
be approached differently? What do you think?",2467
"1\. I have never heard of a Scotist holding this. The individuating difference
is held to be formally distinct from the essence. The divine idea of a
creature might qualify, in that it would have both the essence and the
haecceity.  
  
2\. I think the idea of a possible world would be foreign to scholastic
thought. indivduals might be possible, but not worlds. on scotism, the divine
intellect generates a variety of formal rationes and essences, and their
intrinsic non repugnance determiens what is possible. But the divine will has
to actualize them. So any indivdual might not have been actualized, and
another might have been actualized that is not, but not an entire world as
such.  
  
anyway, you are correct, Scotus and his people would posit a formal
distinction between the intellect and will, so they don't have the modal
collapse problem. but it is a weaker sense of divine simplicity to be sure. On
the other hand, there is no authoritative statement of divine simplicity
anywwhere, so what does that matter? With Scotus the debate is how much
distinction does the formal distinction posit, as he has several different
formulations.",1149
"I respond not to your discussion of Morris, but to your mention of struggles
with Przywara. I recall great enthusiasm when discovering his Analogia Entis;
followed by a later frustration, slower in offset. Enthusiasm for two reasons:
(1) Przywara seemed to be in the early 1930's in dialogue with many of the
creators; the shapers of twentieth century theology, including Karl Barth and
Martin Heidegger; (2) Przywara convinces one repeatedly by his formulations
that he has a larger vision of which Thomism and Scotism are complementary
aspects. Frustration because of his conciseness of his formulations. (Was he
but another in a Century of Zen Masters? No too much testimony by those we
respect that the effort here is worthwhile.) You remind me here that I must
redouble my efforts to understand Przywara. But I think one must work with a
good biography of Przywara because his importance seems to be contained in his
individual interactions - conversations; letters.  ",973
"1) So Scotists do have a concept of individual ideas that fully incorporate
everything about the creature - which would be the divine idea, or the
particular idea as such?  
  
Haecceity would just be one of the necessary parts of the particular concept
of each divine idea?  
  
2) So could Scotists say that maybe there would be differences in God had He
decided to create different individuals, but that these differences **don't**
violate divine simplicity or immutability? The modal collapse argument is that
if nothing in God could have been otherwise because of divine simplicity, and
the intention + reasons for creating any particular creature are internal to
God, then God couldn't have refrained from creating the creatures He did, and
so the existence of this particular creation is necessary with no other
creatures actually being able to exist at all.  
  
All because the intentions + reasons for creating the particular creatures God
actually did create are internal to Him, and nothing internal to God could
have been otherwise.  
  
But if we accept the formal distinction **and** that God's will is
contingently self-determining, it seems a Scotist could conclude that there
really could be differences in God depending on at least **whether** He
decided to create, if not what particular things He created, precisely because
the Will need not have determined itself to create anything contingent, and
that this in no way violates either divine simplicity or immutability. What do
you think?  ",1512
"  
I have found that one must use any of the words that describe human thought or
understanding with great care in describing God. In particular, God has ideas
of individuals - but how to make sense of this using our understand of human
ideas?(Perhaps the haecceitas of an individual is better understood in terms
of God's willing of an individual, and the significance of its creation in
light of God's plan for all of creation; than in terms of God's ""idea"" of that
individual. More like willing than thinking; more like existence than essence.
But I offer these comments as aids to our understanding; as metaphysical
distinctions, they can be but formal distinctions.)  
  
Further, God has ideas for every individual He might have created. (But
there's no such thing as a nonexistent individual, one says!)I can imagine
these in the sense of undifferentiated aspects of a continuum of Divine
possibility, but in what sense are these individuals? A mathematical
continuum, e.g. a line, can be conceived formally as a set of points, but,
except for a set of measure zero, none of these points can ever be specified
using a finite-length definition or algorithm for their construction. So in
what sense are they individuals?  
  
I simply do not have here even a bare grammar of what things can sensibly be
said. I did read carefully the book, ""Aquinas on the Divine Ideas as Exemplar
Causes,"" by Gregory Doolan at CU; an excellent, very thoughtful book on these
questions. This book is to be credited with the limited understanding I have
of this difficult topic.",1565
"Dr. Sullivan, I have read with interest your considerations on the differences
between Thomistic and Scotistic metaphysics, and share your dislike of straw-
man arguments against Scotus. I too find myself somewhere in between the two
positions, but I have written a short metaphysical work to correct Etienne
Gilson's misconstrual of the Thomistic tradition: ""Existence and Subsistence
in St. Aquinas: Against Gilsonian Metaphysics."" Without adopting the position
of any particular historical Thomist, I have shown that Gilsonian (née
Bergsonian) anti-essentialism is based upon a faulty notion of essence. The
book is priced (with almost no margin for the author) at $5.95. I would also
be happy to send you a free copy and/or hear your opinions at jkalb3@cox.net  
  
In Christ,  
Jeff Kalb",792
"  
Dear Dr. Kalb,  
There is a long tradition of pointing out that Gilson fails to grasp the basis
of Duns Scotus metaphysical position, some asserting that he interprets the
meaning of Duns Scotus' claims in the way that Aquinas might have.I'm sure you
are familiar with the history of commentaries of this kind  
  
What I find to be of crucial importance in the relation of Scotism to Thomism
is what seems to be a basic mutual incomprehension. As a theoretical
physicist, it reminds me of complementarity, i.e., the relation between the
""wave"" picture and the ""particle"" picture of matter that students of physics
must deal with.But unlike the situation in physics, there is no unified
viewpoint that accommodates these distinct pictures of Being.  
  
It is my forlorn ambition to find such a unifying viewpoint, not which
combines these two very different pictures; but rather a larger more general
viewpoint in which these two pictures can both be situated, perhaps as
endpoints of a continuum.",1001
"Wesley,  
  
1\. Right, so a divine idea is the 'creature as known', which contains a
common nature and a haecceity.  
  
2\. on the scotist view, all divine simplicity requires is that one grant that
every thing is 'realiter unum' in God. But formal distinction is compatible
with real identity. the will is a divine attribute, and so could not not be in
God, but it acts contingently regarding creation. it could have refrained from
creating individuals or created different ones. such changes would be within
the contingent will, and even if the act might be distinct from the will, all
would be realiter unum in God. i don't think h owever, that natures could be
otherwise than they are, that is, human being be constituted in a different
way: natures are all thought up by the dvine intellect, which combines them
based on the compatibilities inherent in the nature itself. So maybe, no
goatstag.  
  
James: i have not read the Doolan book, though i have seen his articles which
look good. Scotus, of coourse, has a very differnet view of the ideas than
Aquinas. And in light of univocity, he even at one point suggests that the
divine intellect is quasi passive like ours.  
  
Thanks for the book search engine. I have used it already. Not quite the home
run on this particular book, though, since i live abroad shipping prices often
make the cheap deal not so cheap in the end.",1386
"@Garrett,  
  
2) Interesting - so while the Will would be inseparable from God and
necessarily exists, the contingent acts it does could have been different in
some way?  
  
The immediate objection that comes to mind is that this seems to violate Pure
Actuality - if God's will is contingent and could have acted differently,
wouldn't this imply some potentiality intrinsic to God's will in some sense?
So a contingent act of will that could have been otherwise can't be attributed
to God since it goes against PA?  
  
Another possible objection is that if the contingent act of creation is itself
realiter unum in God, then it's no longer contingent since nothing that is
realiter unum with God could have been otherwise, so God's act of creation /
decision of creating any particular thing is necessary.  
  
Now one could avoid this by saying the act of creation isn't intrinsic to God
or realiter unum with Him, but it also can't be an accident since this would
go against divine simplicity, so it must be wholly extrinsic to God. But if
the act of creation is wholly extrinsic then in what way can it even be
attributed to God, since it is no longer attributed to Him properly as
intrinsic? There would be no difference between this wholly-external model,
and creation just popping into existence uncaused - it seems God is no longer
responsible for creation's existence at all.  
  
What do you think?  ",1412
"Mr. Given,  
  
I do agree, and I would add that Gilson, in his rush to assimilate Bergson's
natural philosophy (in lieu of Aristotle's), also misunderstands St. Thomas's
metaphysics. Gilson's is really a new metaphysics, perhaps inspired by St.
Thomas, but diverging from it in many critical ways. To correct that
misapprehension and return us to a more traditional interpretation was my
essential interest in writing the short tract. Step one for me is to free St.
Thomas from his modern shackles.  
  
My original background is materials science and electrical engineering. It was
only as I began to see the problems with modern physics that I entered deeply
into natural philosophy, and thence into metaphysics. I agree that in most
respects Scotus and Aquinas are complementary. Bettoni was my first
introduction to Scotism, and my reading of Scotus has extended only to my own
philosophical interests. I certainly cannot be called an expert in his
philosophy. However, I believe that his principal theses, understood in the
proper sense, not in the sense Thomists assign to them, are compatible with a
Thomistic framework. As a Catholic, I do not view Scotus as a suitable
standard for the Church, given the smaller range of his thought, its
abstruseness, and the confusing state of the writings he left behind. However,
I think it very important that his new insights be incorporated into a
Thomistic foundation.  
  
I too have sought a unifying viewpoint and I do believe I have found it in a
discipline I call ""Taxology,"" which I have spent the last 25 years developing.
The study of pure metaphysical order effectively works as a material logic of
the transcendentals. Its role is analogous to the role the mathematical
apparatus plays in mathematical physics, except that I use the data of
revelation and traditional metaphysics, rather than the data of the senses.
The formal distinction, haecceity, and the univocity of being all find their
taxological equivalents. If it is something that interests you, we can discuss
it offline at the email I provided. It would take us far astray of this
conversation.",2119
"  
Wesley C:  
  
I think you raise a very basic question that should appear as an exercise in a
textbook on Western i.e., Christian metaphysics:  
If God is omnipotent and can do all things, why is He not characterized by
Infinite Potentiality rather than Infinite Actuality? Intuitively, a human
e.g. is a higher form of being than a rock e.g. because the former has so many
possibilities and capacities compared to the latter. And actualized
capabilities seem often to multiple possibilities, not eliminate them.  
  
Jeffrey Kalb:  
  
I will email you. I have a similar story to yours. I am a professional
physicist and engineer, and an amateur metaphysician.  ",666
"Wesley, I would say it does not violate divine simplicity because the divine
potency in question is not a potency in being, such that the divine being is
composed of potency and act, but rather active potency, which is the ability
of a power to do something. divine simplicity only requires us to reject
passive potency, the ability to be acted upon. even Aquinas incorporates the
doctrine of active potency into his doctrine of creation. So I would qualify
the notion of 'pure actuality' as an actuality of being.  
  
As for the other objection, I would claim that formal distinction is
compatible with everything in God being realiter unum. So the formally
distinct intellect proposes a variety of essences and indivuduals to the will,
and the will chooses to actualize them. How? I would say here with Scotus,
that the will just wills, that is it's job. some things it wills necessarily,
such as the divine nature, and others contingently, creation. the same sole
divine power can have both aspects to its single act of will. In other words,
I don't think I have an answer.",1077
