id,message,message_preprocessed,category,length,category_bin
1767,"I've been reading through the complete works of C. S. Lewis for the past 7-8 months. (Reading through his works by genre). When I got to his non-fiction ""popular works"" (such as Mere Christianity, Miracles, etc.), I was surprised that his descriptions of God sound similar to the Classical Theist understanding of God. (At least in some cases). Below are a few quotes from Lewis's books (possibly) showing this.      For each quote, the name of the book (and chapter) comes first.      In this first quote when Lewis uses the word ""Dualism"" he means ""Cosmic Dualism"" (the belief in 2 equal opposite powers that control the universe, one good and the other evil), not ""Substance Dualism"". In this article he's responding to C. E. M. Joad, a British philosopher who was arguing in favor of Cosmic Dualism. (Lewis wrote this essay while WWII was happening).      (God in the Dock, Part 1, Chapter 1 ""Evil and God"")   (Quote)   ""We are left then to choose between monotheism and dualism—between a single, good, almighty source of being, and two equal, uncreated, antagonistic Powers, one good and the other bad. Dr. Joad suggests that the latter view stands to gain from the ‘new urgency’ of the fact of evil. But what new urgency? Evil may seem more urgent to us than it did to the Victorian philosophers—favoured members of the happiest class in the happiest country in the world at the world’s happiest period. But it is no more urgent for us than for the great majority of monotheists all down the ages. The classic expositions of the doctrine that the world’s miseries are compatible with its creation and guidance by a wholly good Being come from Boethius waiting in prison to be beaten to death and from St Augustine meditating on the sack of Rome. The present state of the world is normal; it was the last century that was the abnormality.   This drives us to ask why so many generations rejected Dualism. Not, assuredly, because they were unfamiliar with suffering; and not because its obvious prima facie plausibility escaped them. It is more likely that they saw its two fatal difficulties, the one metaphysical, and the other moral.   The metaphysical difficulty is this. The two Powers, the good and the evil, do not explain each other. Neither Ormuzd nor Ahriman can claim to be the Ultimate. More ultimate than either of them is the inexplicable fact of their being there together. Neither of them chose this tête-à-tête. Each of them, therefore, is conditioned—finds himself willy-nilly in a situation; and either that situation itself, or some unknown force which produced that situation, is the real Ultimate. Dualism has not yet reached the ground of being. You cannot accept two conditioned and mutually independent beings as the self-grounded, self-comprehending Absolute. On the level of picture-thinking this difficulty is symbolised by our inability to think of Ormuzd and Ahriman without smuggling in the idea of a common space in which they can be together and thus confessing that we are not yet dealing with the source of the universe but only with two members contained in it. Dualism is a truncated metaphysic.""   (End quote)",ive reading complete work c lewis past - month reading work genre got non-fiction popular work mere christianity miracle etc surprised description god sound similar classical theist understanding god least case quote book possibly showing quote name book chapter come first first quote lewis us word dualism mean cosmic dualism belief equal opposite power control universe one good evil substance dualism article responding c e joad british philosopher arguing favor cosmic dualism lewis wrote essay wwii happening god dock part chapter evil god quote left choose monotheism dualism—between single good almighty source two equal uncreated antagonistic power one good bad dr joad suggests latter view stand gain ‘ new fact evil new urgency evil may seem urgent u victorian philosophers—favoured member happiest class happiest country world happiest period urgent u great majority monotheist age classic exposition doctrine misery compatible creation guidance wholly good come boethius waiting prison beaten death st augustine meditating sack rome present state world normal last century abnormality drive u ask many generation rejected dualism assuredly unfamiliar suffering obvious prima facie plausibility escaped likely saw two fatal difficulty one metaphysical moral metaphysical difficulty two power good evil explain neither ormuzd ahriman claim ultimate ultimate either inexplicable fact together neither chose tête-à-tête therefore conditioned—finds willy-nilly situation either situation unknown force produced situation real ultimate dualism yet reached ground accept two conditioned mutually independent being self-grounded self-comprehending absolute level picture-thinking difficulty symbolised inability think ormuzd ahriman without smuggling idea common space together thus confessing yet dealing source universe two member contained dualism truncated metaphysic end quote,theist,3151,1
2518,"First, some definitions. To _positively destroy_ O at time t is to actively bring about O’s cessation at t, such that O endures through [t*, t) but not [t*, t], where t* < t. _Ontological dependence_ is a hierarchical or concurrent dependence of a less fundamental object on the existence or activity of another, more fundamental object. (Examples include sustaining or conserving efficient causation, grounding, and functional realization.)",first definition positively destroy time actively bring cessation endures ontological dependence hierarchical concurrent dependence le fundamental object existence activity another fundamental object example include sustaining conserving efficient causation grounding functional realization,sceptic,441,0
2401,"But what matters for purposes of ontological parsimony is _what kinds we need to characterize everything_. The theist and Oppyan naturalist alike need: _necessary_ , _contingent_ , _caused_ , and _uncaused_. It’s a _draw_ with respect to these. But, where the naturalist only needs _natural_ , **the theist needs that _and then some_** : _perfect_ , _unlimited_ , etc. Sure, there may be different _combinations_ of these kinds that the theist and Oppyan naturalist commit to—e.g., the Oppyan naturalist commits to a combination _necessary physical_ and _uncaused physical_ while the theist doesn’t. But that doesn’t change the fact that the number of kinds to which the naturalist is committed is a proper subset of those of the theist. Gel is therefore mistaken in saying that the naturalist posits additional kinds.",matter purpose ontological parsimony kind need characterize everything theist oppyan naturalist alike need necessary contingent caused uncaused draw respect naturalist need natural theist need perfect unlimited etc sure may different combination kind theist oppyan naturalist commit to—eg oppyan naturalist commits combination necessary physical uncaused physical theist change fact number kind naturalist committed proper subset theist gel therefore mistaken saying naturalist posit additional kind,sceptic,818,0
186,"But why not allow for a causal model? Why not suppose that a normative power is a causal power to make an irreducible normative property come to be instantiated in someone? Thus, my power to promise is the power to cause myself to be obligated to do what I have promised.",allow causal model suppose normative power causal power make irreducible normative property come instantiated someone thus power promise power cause obligated promised,theist,271,1
837,"Walter,      Yes, they are. You list all of his reasons for why.",walter yes list reason,theist,64,1
2559,"Thus, not only does Feser’s argument from change for the act-potency analysis fail to justify ruling out my view (which it would need to do in order to succeed, since my view is one on which premise (1) is false), but Feser’s own analysis is committed to the very thing that is allegedly problematic about my analysis.",thus argument change act-potency analysis fail justify ruling view would need order succeed since view one premise false analysis committed thing allegedly problematic analysis,sceptic,318,0
1491,Follow the link to check out the table of contents and excellent roster of contributors to the volume.,follow link check table content excellent roster contributor volume,theist,102,1
2940,"A fifth mistake is thinking that EIT, if true, applies to _everything_ —every event, state of affairs, property, object, and so on. But this is not true. EIT, as I and other authors articulate it, simply says that _temporal concrete objects **or some subset thereof** persist in the absence of external sustenance and sufficiently destructive factors_. This only quantifies over (i) a sub-set of (ii) temporal (iii) concrete (iv) objects.",fifth mistake thinking eit true applies everything —every event state affair property object true eit author articulate simply say temporal concrete object subset thereof persist absence external sustenance sufficiently destructive factor quantifies sub-set ii temporal iii concrete iv object,sceptic,438,0
2368,"[5] I’m not claiming that Gel attributes this claim to me; I’m simply clarifying my objection. I make this clarification because someone _might_ think, upon reading Gel’s response here, that my objection rests on this claim. I’m simply clarifying that it doesn’t! 🙂",claiming gel attribute claim simply clarifying objection make clarification someone might think upon reading response objection rest claim simply clarifying 🙂,sceptic,265,0
2971,"[5] Here is another way to think about it. Suppose that O is a point-like particle whose life begins at time _t*_. In that case, there are two things we need to explain: (i) O’s beginning to exist at _t*_ and (ii) O’s continuing to exist to (say) _t_. For (i)—that is, O’s beginning to exist—whatever explains O will not be O itself. Presumably, the explanation will be something that brought O into existence. But we are interested here in explaining _persistence_ , not beginning. So, let’s turn to (ii). What explains the fact that O continues to exist to _t_? Plausibly, it could be explained by some fact about O _at one or more times earlier than t_ (in conjunction, of course, with a few other conditions, to wit, those adumbrated in the main text).",another way think suppose point-like particle whose life begin time case two thing need explain beginning exist ii continuing exist say i—that beginning exist—whatever explains presumably explanation something brought existence interested explaining persistence beginning turn ii explains fact continues exist plausibly could explained fact one time earlier conjunction course condition wit adumbrated main text,sceptic,756,0
166,"In the morning I stress-baked pumpkin muffins for myself and the volunteers. I had the muffins, water and loose chalk on a table for use during breaks.",morning stress-baked pumpkin muffin volunteer muffin water loose chalk table use break,theist,151,1
79,"Most of my practice was with an auto-belay, and at a shorter distance per climb (and hence greater number of climbs needed) since the auto-belay makes it impossible to get to the top of the wall. The auto-belay is also spring loaded so it effectively decreases body weight (by 7 lbs at the bottom according to my measurement). Then a couple of weeks ago the auto-belay was closed by management due to a maintenance issue, and I had a break in training until the Wednesday before the official attempt when I trained with a manual belay.",practice auto-belay shorter distance per climb hence greater number climb needed since auto-belay make impossible get top wall auto-belay also spring loaded effectively decrease body weight lb bottom according measurement couple week ago auto-belay closed management due maintenance issue break training wednesday official attempt trained manual belay,theist,535,1
812,"WCB      Genesis 1:33 claims God created all animals vegetarians      The wolf also shall dwell with the lamb, and the leopard shall lie down with the kid; and the calf and the young lion and the fatling together; and a little child shall lead them.   7 And the cow and the bear shall feed; their young ones shall lie down together: and the lion shall eat straw like the ox.      See also Isaiah 65. With the prophecied coming of God's holy mountain, there will be no animal predation and suffering. So animal predation and suffering were not original in God's magic garden, nor are necessary now. If such suffering exists, then it is not necessary and is all God's fault.      Why? What is God waiting for? Maybe if all Christians prayed to God daily to fulfil his promises in Isaiah he might relent?      WCB  ",wcb genesis claim god created animal vegetarian wolf also shall dwell lamb leopard shall lie kid calf young lion fatling together little child shall lead cow bear shall feed young one shall lie together lion shall eat straw like ox see also isaiah prophecied coming holy mountain animal predation suffering animal predation suffering original magic garden necessary suffering exists necessary fault god waiting maybe christian prayed god daily fulfil promise isaiah might relent wcb,theist,812,1
2563,"What kinds of ontological items inertially persist? Audi’s inertial thesis, as we’ve seen, is completely unrestricted in scope: _whatever_ exists is poised to continue to exist if undisturbed and inactive. This seems implausible, however. Suppose abstracta (non-spatiotemporal, acausal entities like universals, propositions, mathematical objects, etc.) exist. Because abstracta don’t enter into causal relations, they are undisturbed and inactive. Audi’s unrestricted thesis therefore entails that such abstract objects are poised to continue or persist in existence. But surely this is a category error—abstract objects, _qua_ non-temporal, cannot ‘persist’ or ‘continue’ in existence. Persistence is similarly a category error if applied to non-temporal concreta (if they exist).",kind ontological item inertially persist inertial thesis seen completely unrestricted scope whatever exists poised continue exist undisturbed inactive seems implausible however suppose abstracta non-spatiotemporal acausal entity like universal proposition mathematical object etc exist abstracta enter causal relation undisturbed inactive unrestricted thesis therefore entail abstract object poised continue persist existence surely category error—abstract object qua non-temporal ‘ persist ‘ continue existence persistence similarly category error applied non-temporal concreta exist,sceptic,782,0
1865,"   Right off the bat Fr. Rooney’s summary is just awful. Hart has never argued that it’s impossible to hell. He clearly affirms in various interviews following the publication of TASBS that it’s possible, indeed likely, that many will go to hell but that they will not remain there eternally. His view makes the fires of hell purgative rather than retributive. Catholic thinkers have to be able to take Hart’s arguments on their own terms rather than trying to square them with foreign pictures of judgement (such as: immediate judgment upon death whereupon one is sent to everlasting joy in heaven or everlasting pain in hell). At this point it’s just sad how many putatively intelligent Catholics cannot even summarize, let alone respond to Hart’s arguments. Even conservative theologians like Larry Chapp recognize this (and his recent interview with Hart is worth watching).      Propping up willful misreadings of Hart’s argument is really not doing anything good for your brand, Doc. Better luck next time",right bat fr summary awful hart never argued impossible hell clearly affirms various interview following publication tasbs possible indeed likely many go hell remain eternally view make fire hell purgative rather retributive catholic thinker able take argument term rather trying square foreign picture judgement immediate judgment upon death whereupon one sent everlasting joy heaven everlasting pain hell point sad many putatively intelligent catholic even summarize let alone respond argument even conservative theologian like larry chapp recognize recent interview hart worth watching propping willful misreading argument really anything good brand doc better luck next time,theist,1011,1
1369,"Now, we are obligated by the moral law to try to realize this highest good. And since _ought_ implies _can_ , it must be possible to realize it. Yet it is obviously not realized in this life, since virtuous people often suffer and evil people often live lives of comfort and pleasure. Moreover, Kant thinks, its realization _cannot_ be guaranteed in this life, since there is, he thinks, no inherent necessary correlation between the demands of the moral law and the causal order that governs the natural world. We can make sense of such a correlation only if we postulate a supreme being who brings the two orders into correlation (in the afterlife).",obligated moral law try realize highest good since ought implies must possible realize yet obviously realized life since virtuous people often suffer evil people often live life comfort pleasure moreover kant think realization guaranteed life since think inherent necessary correlation demand moral law causal order governs natural world make sense correlation postulate supreme brings two order correlation afterlife,theist,651,1
560,"In ordinary life, this problem doesn’t arise as much, because as long as at least one person is more typical, and hence takes promises to have reason- giving force, or if public opinion is around to enforce promise-keeping, then the issue doesn’t come up. But I think there is a lesson here and in the [previous post](http://alexanderpruss.blogspot.com/2022/12/utilitarianism-and- communication.html): for many ordinary practice, the utilitarian is free- riding on the non-utilitarians.",ordinary life problem arise much long least one person typical hence take promise reason- giving force public opinion around enforce promise-keeping issue come think lesson previous posthttpalexanderprussblogspotcomutilitarianism-and- communicationhtml many ordinary practice utilitarian free- riding non-utilitarians,theist,486,1
2080,"_We have also anathematized… the doctrine of one will held by Sergius, **Honorius** , Cyrus, and Pyrrhus, or rather, we have anathematised their own evil will._",also anathematized… doctrine one held sergius honorius cyrus pyrrhus rather anathematised evil,theist,160,1
1850,"Hey @Talmid and @Michael      Guys, thank you so much for the words. It really means a lot to me. I'm usually alone and with few friends and when people say things to me like you guys said it really means a lot to me - because I know the lack of that and how it really warms our hearts when people care for us. So thank you, thank you so much!      @Michael, I saw the post that Ed made with an open thread and I will participate! Today was the first day in weeks that I felt a little bit better. I will try somehow engage in the arguments there, because like I said, I'm not worried about materialism per se (even though the existence of atoms and etc. sometimes puzzle me as to why God makes the world that way, you know? Why the micro exists in a way that it 'seems' that things could be ""reduced"" to them) because of the arguments Ed presented in the prolegomenon of the Scholastics Meta (I only believed materialism in this XXI century sense because I was a foolish boy born in a country that philosophy that is seriously engaging in these points marginally exists - yeah continental philosophy sucks).      My problem is the worse version of 'materialism' that is the buddhist (because in practice, doesn't matter how they argue, the consequences are basically the same but, surprisingly, worse). In these very difficult (to say the least) 3 years of my life. What really broke me from the inside (based on what I was talking about Libet) is the fact that I (and the person that I love with my life in this world, my mom, who's in fact the only family that I have in practice) could indeed be a substance per accidens (to use the best terminology) - because ALL of these ideologies like reductionism, materialism, and especially buddhism will lead to that no matter how they try to persuade or say otherwise. They will inevitably treat human beings as unreal and aggregates or 'useful fictions' (sometimes I think that it was the devil himself who plunges these ideologies into our mentality).      If there is one thing in all these 3 years that I do not forget was the pain (the mental pain and depression) that I felt and still feel. In my 24 years of life, nothing EVER hit me like that. And I don't know how people simply swallow materialism or even worse buddhism of these sorts - if they do really love their own kind ones or have any moral principles about persons at all - they should be rejecting it immediately. Because as I said what caused me all that trauma that still scares me today is the possibility of those things (i.e the fact that we are just an aggregate or unreal and live just to suffer). It's simply devilish. Why would anyone want to live in a world like that? You know.",hey talmid michael guy thank much word really mean lot usually alone friend people say thing like guy said really mean lot - know lack really warms heart people care u thank thank much michael saw post ed made open thread participate today first day week felt little bit better try somehow engage argument like said worried materialism per se even though existence atom etc sometimes puzzle god make world way know micro exists way seems thing could reduced argument ed presented prolegomenon scholastic meta believed materialism xxi century sense foolish boy born country philosophy seriously engaging point marginally exists - yeah continental philosophy suck problem worse version materialism buddhist practice matter argue consequence basically surprisingly worse difficult say least year life really broke inside based talking libet fact person love life world mom fact family practice could indeed substance per accidens use best terminology - ideology like reductionism materialism especially buddhism lead matter try persuade say otherwise inevitably treat human being unreal aggregate useful sometimes think devil plunge ideology mentality one thing year forget pain mental pain depression felt still feel year life nothing ever hit like know people simply swallow materialism even worse buddhism sort - really love kind one moral principle person - rejecting immediately said caused trauma still scare today possibility thing ie fact aggregate unreal live suffer simply devilish would anyone want live world like know,theist,2703,1
2282,"Here too, I am completely sympathetic with Chomsky. What I would add can be found, in part, in my exchange with Goff linked to above. I would also direct the interested reader to my detailed discussion of Russell’s and Eddington’s structural realism in chapter 3 of _[Aristotle’s Revenge](https://www.amazon.com/Aristotles-Revenge-Metaphysical-Foundations- Biological/dp/3868382003/ref=sr_1_1?crid=10M02XBVJZB4K&keywords=aristotle%27s+revenge&qid=1663534678&sprefix=aristotle%27s+revenge%2Caps%2C318&sr=8-1)_ , especially at pp. 158-94. The view is susceptible of a variety of interpretations, and it is too simple to say flatly that physics tells us nothing about the nature of matter.",completely sympathetic chomsky would add found part exchange goff linked would also direct interested reader detailed discussion structural realism chapter aristotle revengehttpswwwamazoncomaristotles-revenge-metaphysical-foundations- biologicaldprefsrcridmxbvjzbkkeywordsaristotlesrevengeqidsprefixaristotlesrevengecapscsr- especially pp - view susceptible variety interpretation simple say flatly physic tell u nothing nature matter,theist,686,1
2244,"Chomsky also engages with Frankish’s illusionism. Frankish is skeptical of the idea that, in addition to one’s awareness of (say) the taste of the coffee he is drinking, he is aware via introspection of some inner and radically private _quale_ of the taste of the coffee. The reality is that, in consciousness, we are aware of features of the world and of our reactions to them. We are not, over and above that, aware of some inner Cartesian realm of qualia.",chomsky also engages illusionism frankish skeptical idea addition awareness say taste coffee drinking aware via introspection inner radically private quale taste coffee reality consciousness aware feature world reaction aware inner cartesian realm qualia,theist,458,1
1690,"Pope Francis recently said ""you are not   a ‘disciple of Jesus’ if you try to convert non-believers”, which appears to be the most anti-gospel statement ever made by a pope. What is going on here?",pope francis recently said ‘ disciple try convert non-believers ” appears anti-gospel statement ever made pope going,theist,196,1
153,"For the strong version to have any plausibility, “good” must include cases of purely instrumental goodness.",strong version plausibility “ good ” must include case purely instrumental goodness,theist,107,1
745,"Just complementing Simon* good post:      ""Also if non- religious people are committing what Catholics view as serious sins do the persons themselves have any culpability if they do not see what they are doing as wrong?""      On catholic doctrine, ignorance of our moral duties can weaken or even destroy culpability. If i'am ignorant enough of ethics that i dont know that, say, smoking pot is wrong and could not know it, them my activity is likely not a sin.      But there is the diference between invencible and vencible ignorance. If i cant know my duty at all them there is no sin. But if i can know my duty and do not bother knowing it either because i want to stsy ignorant or because of neglet, them i'am sinning.   *Hey man!",complementing simon good post also non- religious people committing catholic view serious sin person culpability see wrong catholic doctrine ignorance moral duty weaken even destroy culpability ignorant enough ethic dont know say smoking pot wrong could know activity likely sin diference invencible vencible ignorance cant know duty sin know duty bother knowing either want stsy ignorant neglet sinning hey man,theist,735,1
3263,"Grant, W. Matthews, and Mark K. Spencer. 2015. Activity, identity, and God: A tension in Aquinas and his interpreters. _Studia Neoaristotelica_ 12: 5–61.",grant w matthew mark k spencer activity identity god tension aquinas interpreter studia neoaristotelica –,sceptic,153,0
1068," _That seems to imply theistic personalism._      No: the term ""theistic personalism"" is not used to denote **merely** a belief that (a) there is a God, and (b) that God is personal. The term denotes more than that, (as Feser indicated) e.g. a denial of divine simplicity.      In addition, many major theistic philosophers (e.g. St. Thomas) deny that the Anselmian ontological argument is valid.",seems imply theistic personalism term theistic personalism used denote merely belief god b god personal term denotes feser indicated eg denial divine simplicity addition many major theistic philosopher eg st thomas deny anselmian ontological argument valid,theist,396,1
2262,"@ The Deuce,      ""But in that case, the events aren't actually random in the relevant sense, but only apparently random. But once we see the big picture, we realize they weren't really random after all.""      We can't see the big picture through scientific study, and so through scientific study we cannot determine whether or not natural selection is blind. ""Actual"" randomness versus ""apparent"" randomness expresses this exactly, so I cannot see that you are saying anything here that differs from me.      Tom Cohoe",deuce case event actually random relevant sense apparently random see big picture realize really random see big picture scientific study scientific study determine whether natural selection blind actual randomness versus apparent randomness express exactly see saying anything differs tom cohoe,theist,519,1
992,[By Man Shall His Blood Be Shed: A Catholic Defense of Capital Punishment (with Joseph M. Bessette)](https://www.amazon.com/Man-Shall-His-Blood- Shed/dp/1621641260/ref=pd_sim_14_6?_encoding=UTF8&pd_rd_i=1621641260&pd_rd_r=9SQGPQ0HAX9Y392GRR12&pd_rd_w=yz0mr&pd_rd_wg=zFiiQ&psc=1&refRID=9SQGPQ0HAX9Y392GRR12),man shall blood shed catholic defense capital punishment joseph bessettehttpswwwamazoncomman-shall-his-blood- sheddprefpdsimencodingutfpdrdipdrdrsqgpqhaxygrrpdrdwyzmrpdrdwgzfiiqpscrefridsqgpqhaxygrr,theist,306,1
